,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,level
745,745,31599,2022-BR3YXR,{น้ำท่วม},"เขตวัฒนา,ฝ่ายโยธา เขตวัฒนา,ผอ.เขตวัฒนา (น.ส.สุชิรา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ซอยเอกมัย 22 น้ำท่วมขังตลอดทั้งซอย รอระบายนานมาก เกินครึ่งวัน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/89cd692eb825738b3f066bc8a2d993d5574b005b.jpg,,"100.58935,13.73550",394 ซอย เอกมัย 22 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,2022-06-16 12:03:00.01374+00,เสร็จสิ้น,,0,2022-07-18 10:28:11.275825+00,2.0
746,746,31600,2022-G6E28Y,{น้ำท่วม},"เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",น้ำขังรอการระบายค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/da2ec11b5a821549708ae03d005a1ed09d7203a6.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/aeba210ecebd8c9f85ef5087f41307e4a7ca5246.jpg,"100.55740,13.76660",632/1 ถนน ประชาสงเคราะห์ แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,2022-06-16 12:03:28.454716+00,เสร็จสิ้น,3.0,0,2022-06-17 04:01:38.472418+00,2.0
747,747,31612,2022-CA4VKL,{น้ำท่วม},"เขตวัฒนา,ฝ่ายโยธา เขตวัฒนา,ผอ.เขตวัฒนา (น.ส.สุชิรา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",น้ำท่วมในซอยเอกมัย 22 ครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ff8eb041b29e53a1f83a3563cfcb4f89a017e077.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/e13b430979c51c240ee0c66b0fd7d1d0d609f380.jpg,"100.59296,13.73517",80/12 Pridi Banomyong 43 Alley แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,2022-06-16 12:07:11.721403+00,เสร็จสิ้น,4.0,0,2022-09-13 02:16:07.27898+00,2.0
748,748,31627,2022-4CE7E7,"{น้ำท่วม,ท่อระบายน้ำ}","เขตสายไหม,ผอ.เขตสายไหม (นายสมบัติ),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",น้ำท่วมขัง ในซอยสุขาภิบาล5 ซอย 40 ไม่สามารถระบายออกท่อระบายน้ำได้ครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9438df8e1a5805b26e8a99692e93c8969cec054a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/32ece18c82ac88cb45f728251807aac13de32664.jpg,"100.65921,13.88775",42/16 สุขาภิบาล ๕ ซอย 40 แขวง ออเงิน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,ออเงิน,สายไหม,กรุงเทพมหานคร,2022-06-16 12:10:39.820003+00,เสร็จสิ้น,4.0,0,2022-12-16 02:39:41.379871+00,2.0
750,750,31745,2022-8K849G,{น้ำท่วม},"เขตสวนหลวง,ฝ่ายโยธา เขตสวนหลวง,ผอ.เขตสวนหลวง (นายบัญชา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",น้ำท่วม,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/596f01f274f40e52cea23ef5246d86448daf2c6a.jpg,,"100.63835,13.73235",71 พัฒนาการ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-06-16 12:46:35.711176+00,เสร็จสิ้น,,0,2023-02-07 06:32:07.525358+00,1.0
751,751,31814,2022-9TA84L,"{ถนน,น้ำท่วม}","เขตสวนหลวง,ฝ่ายโยธา เขตสวนหลวง,การรถไฟแห่งประเทศไทย,ผอ.เขตสวนหลวง (นายบัญชา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)","ถนนกำแพงเพชร7 ช่วง airport link รามคำแหง-หน้าสน.คลองตัน
ถนนผุพัง เป็นหลุมบ่อ พอฝนตกน้ำท่วมขัง ทำผิวถนนพังยิ่งกว่าเดิม มีกั้นกรวยเตรียมซ่อมมานาน แต่ยังไม่ดำเนินการมานานแล้วครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ceca9fa94fe58c2730272ad78930363fa8c3cb66.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/5ea5dd5ea658c226e0f16ca3fa514309bc67838b.jpg,"100.60699,13.74202",128 ซอย รามคำแหง 4 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-06-16 13:09:02.811219+00,เสร็จสิ้น,4.0,0,2023-02-07 06:32:16.055593+00,2.0
758,758,31948,2022-9EXQ6R,{น้ำท่วม},"เขตราชเทวี,ฝ่ายโยธา เขตราชเทวี,ผอ.เขตราชเทวี (นายกรณิศ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",น้ำขังตอนฝนตก ถ.พญาไท แยกราชเทวี ฝั่งรร.เอเซีย เขตราชเทวี,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/421d01dc92974004e0f13d02d43bd36e2cb01bfe.jpg,,"100.53153,13.75310",105 ถนน เพชรบุรีตัดใหม่ แขวง ถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ถนนเพชรบุรี,ราชเทวี,กรุงเทพมหานคร,2022-06-16 13:52:40.669619+00,เสร็จสิ้น,5.0,0,2022-07-28 02:37:34.297214+00,2.0
763,763,32029,2022-DVK8RA,{น้ำท่วม},"เขตยานนาวา,ฝ่ายโยธา เขตยานนาวา,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",น้ำท่วมซอย พระราม 3 ซอย 52 ท่วมมาตลอด ตอนนี้ท่วมทุกเย็นมาต่อเนื่องมา 4 วันแล้วครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a53bdea901e548e24f8b078fff564caa3e775a0c.jpg,,"100.54870,13.68701",95/379 ถ. พระรามที่ 3 แขวง ช่องนนทรี เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,2022-06-16 14:26:54.471661+00,เสร็จสิ้น,,0,2022-06-17 13:49:44.311048+00,2.0
764,764,32044,2022-VDXFVM,"{ท่อระบายน้ำ,ถนน,น้ำท่วม}","เขตบางเขน,ผอ.เขตบางเขน (น.ส.อัญชนา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ซอยพหลโยธิน69/5 น้ำท่วมบ่อยครั้งเมื่อฝนตกหนัก ซอยอยู่ต่ำกว่าถนน เดินทางเข้าออกซอยลำบาก น้ำท่วมเข้าที่อยู่อาศัย ระบบท่อระบายน้ำไม่ดี และไม่เชื่อมต่อกับระบบระบายน้ำริมถนน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1473a264faac59557db68902885bcce6b99a07df.jpg,,"100.60628,13.89309",108/327 ซอย 4 แยก 2 แขวง อนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,2022-06-16 14:31:51.704643+00,เสร็จสิ้น,,0,2022-07-06 13:32:09.892865+00,2.0
765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
768,768,32238,2022-NHXWBV,{น้ำท่วม},"เขตบางขุนเทียน,สำนักการระบายน้ำ กทม.,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",อันนี้ ฝั่งหน้าร้านหมูประเสริฐฟาร์มฮะ น้ำขังแบบนี้เช่นเดียวกันฮะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/bdc56354b0c653ac100af3e64b8b30f951cc34fc.jpg,,"100.43322,13.59960",259 ถนนบางขุนเทียน-ชายทะเล แขวง แสมดำ เขตบางรัก กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,2022-06-16 15:49:48.409898+00,เสร็จสิ้น,,0,2022-07-06 07:25:38.330503+00,1.0
769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
774,774,32593,2022-N2E8LW,"{น้ำท่วม,ถนน}","เขตคลองสามวา,ฝ่ายโยธา เขตคลองสามวา,ผอ.เขตคลองสามวา (นายสมหวัง),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ถนนในซอย เจริญพัฒนา 11 แขวงบางชัน เขตคลองสามวา ถนนพัง น้ำขังตลอด คนเดินไม่ได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1dba251b5909b3d7bafb717a0a7a6c034abb0938.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/020889ead6b43e573f8645608eeddcbbc55a0df0.jpg,"100.71141,13.82773",21 เจริญพัฒนา 11 แขวง บางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,บางชัน,คลองสามวา,กรุงเทพมหานคร,2022-06-17 00:25:06.841339+00,เสร็จสิ้น,,0,2022-08-16 09:39:34.753005+00,2.0
